name,carac,coef,term_col,deg
PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I,pathway,-0.860288394847122,term,112
PWY.7185..UTP.and.CTP.dephosphorylation.I,pathway,-1.99085040418126,term,35
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II,pathway,-0.624648301751787,term,128
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage,pathway,-0.96658490097729,term,30
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV,pathway,-0.687541264637009,term,127
PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage,pathway,-0.277708229313554,term,92
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.,pathway,0.870721637444154,preterm,118
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation,pathway,-0.023129349689194,term,20
PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP,pathway,-1.99085040418126,term,39
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis,pathway,-2.09315606231524,term,94
PWY.7237..myo...chiro..and.scyllo.inositol.degradation,pathway,-0.624665761490058,term,90
PWY.7242..D.fructuronate.degradation,pathway,-0.0207631397907388,term,124
PWY.7245..superpathway.of.NAD.NADP...NADH.NADPH.interconversion..yeast.,pathway,-1.00204902871703,term,35
PWY.7254..TCA.cycle.VII..acetate.producers.,pathway,0.276610043539247,preterm,64
PWY.7268..cytosolic.NADPH.production..yeast.,pathway,-1.04499796450439,term,44
PWY.7269..mitochondrial.NADPH.production..yeast.,pathway,-2.83098448295655,term,114
PWY.7282..4.amino.2.methyl.5.diphosphomethylpyrimidine.biosynthesis.II,pathway,-0.367053200883679,term,102
PWY.7294..D.xylose.degradation.IV,pathway,-1.73825140326554,term,26
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis,pathway,-1.50094614510237,term,125
PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis,pathway,1.07643238022641,preterm,90
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis,pathway,-0.0168747741628784,term,31
PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.,pathway,-1.66996942597472,term,38
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.,pathway,0.92876758141587,preterm,25
PWY.7385..1.3.propanediol.biosynthesis..engineered.,pathway,2.75753186632853,preterm,79
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.,pathway,-0.907674005708959,term,75
PWY.7391..isoprene.biosynthesis.II..engineered.,pathway,0.263044441321037,preterm,46
PWY.7392..taxadiene.biosynthesis..engineered.,pathway,1.67682066131296,preterm,99
PWY.7396..butanol.and.isobutanol.biosynthesis..engineered.,pathway,0.119090837500658,preterm,61
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.,pathway,0.651248931285603,preterm,77
PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide.,pathway,-0.299052484754067,term,10
PWY.7446..sulfoquinovose.degradation.I,pathway,-0.260441204821218,term,55
PWY.7456...beta...1.4..mannan.degradation,pathway,0.81380874405427,preterm,11
PWY.7616..methanol.oxidation.to.carbon.dioxide,pathway,-0.247284399455546,term,62
PWY.7723..bacterial.bioluminescence,pathway,-1.20659788861692,term,77
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.,pathway,-0.367053200883679,term,78
PWY.7783..plasmalogen.degradation,pathway,-1.39105131278056,term,15
PWY.7805...aminomethyl.phosphonate.degradation,pathway,2.40683060751345,preterm,34
PWY.7807..glyphosate.degradation.III,pathway,2.70477999256641,preterm,59
PWY.7873..D.erythronate.degradation.II,pathway,2.01568636761328,preterm,73
PWY.7874..L.threonate.degradation,pathway,1.9929266657373,preterm,93
PWY.7883..anhydromuropeptides.recycling.II,pathway,-0.538043970440206,term,126
PWY.7942..5.oxo.L.proline.metabolism,pathway,-1.7374635955838,term,128
PWY.8004..Entner.Doudoroff.pathway.I,pathway,-0.52063651298762,term,117
PWY.801..homocysteine.and.cysteine.interconversion,pathway,0.374889955200919,preterm,61
PWY.8011..L.serine.biosynthesis.II,pathway,1.1896885930336,preterm,31
PWY.8073..lipid.IVA.biosynthesis..P..putida.,pathway,-0.367053200883679,term,150
PWY.8131..5..deoxyadenosine.degradation.II,pathway,-1.70102741118257,term,117
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.,pathway,-0.333672797683261,term,59
PWY.822..fructan.biosynthesis,pathway,1.17655502159186,preterm,62
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.,pathway,1.21787045349749,preterm,65
PWY0.1221..putrescine.degradation.II,pathway,-0.157175271986158,term,75
