source,target,importance
PWY.6531..mannitol.cycle,P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,0.853643724696356
PWY.5723..Rubisco.shunt,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.83131984294775
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I,0.829507701600725
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II,ECASYN.PWY..enterobacterial.common.antigen.biosynthesis,0.834535288874483
PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage,Staphylococcus_epidermidis.t__SGB7865,0.886029411764706
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.828299607369375
PWY.7118..chitin.deacetylation,GLUCARDEG.PWY..D.glucarate.degradation.I,0.828148595590456
PWY0.42..2.methylcitrate.cycle.I,GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation,0.922466422466423
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,0.832104367555303
PWY0.42..2.methylcitrate.cycle.I,PWY.7242..D.fructuronate.degradation,0.921245421245421
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.824826336454243
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,PWY.6803..phosphatidylcholine.acyl.editing,0.824675324675325
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.,PWY.5723..Rubisco.shunt,0.824524312896406
PWY0.42..2.methylcitrate.cycle.I,Escherichia_coli.t__SGB10068,0.957142857142857
PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.,Enterococcus_faecalis.t__SGB7962,0.932307692307692
PWY.7013...S..propane.1.2.diol.degradation,PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.,0.900333704115684
PWY.7013...S..propane.1.2.diol.degradation,PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate,0.900333704115684
ORNDEG.PWY..superpathway.of.ornithine.degradation,ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis,0.822108124433706
PWY.5415..catechol.degradation.I..meta.cleavage.pathway.,Enterococcus_faecalis.t__SGB7962,0.905418719211823
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,LIPASYN.PWY..phospholipases,0.867226890756303
FUCCAT.PWY..fucose.degradation,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I,0.820144971307762
PWY.7013...S..propane.1.2.diol.degradation,PWY.6185..4.methylcatechol.degradation..ortho.cleavage.,0.885263929618768
PWY.7094..fatty.acid.salvage,PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation.,0.8252977878616
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.,PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.,0.813953488372093
PWY.822..fructan.biosynthesis,Streptococcus_salivarius.t__SGB8007_group,0.954545454545455
PWY.7118..chitin.deacetylation,FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation,0.824163357912649
PWY.7013...S..propane.1.2.diol.degradation,PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.,0.88233137829912
PWY.6803..phosphatidylcholine.acyl.editing,PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,0.816369676834793
PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.,Enterococcus_faecalis.t__SGB7962,0.926923076923077
PWY.7013...S..propane.1.2.diol.degradation,PWY.6182..superpathway.of.salicylate.degradation,0.893659621802002
PWY.5845..superpathway.of.menaquinol.9.biosynthesis,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.808819087888855
PWY.5850..superpathway.of.menaquinol.6.biosynthesis,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.808819087888855
PWY.5896..superpathway.of.menaquinol.10.biosynthesis,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.808819087888855
PWY.7118..chitin.deacetylation,PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I,0.808668076109937
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation,P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,0.81427761121465
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II,PWY.5497..purine.nucleobases.degradation.II..anaerobic.,0.894088669950739
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis,DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II,0.812170812738028
CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate,AST.PWY..L.arginine.degradation.II..AST.pathway.,0.866978609625668
GLUDEG.I.PWY..GABA.shunt,ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation,0.907203907203907
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation,GLUDEG.I.PWY..GABA.shunt,0.907203907203907
PWY.7242..D.fructuronate.degradation,Escherichia_coli.t__SGB10068,0.941276115189159
ORNDEG.PWY..superpathway.of.ornithine.degradation,GLUCARDEG.PWY..D.glucarate.degradation.I,0.805949864089399
PWY.5845..superpathway.of.menaquinol.9.biosynthesis,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.804288734521293
PWY.5850..superpathway.of.menaquinol.6.biosynthesis,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.804288734521293
PWY.5896..superpathway.of.menaquinol.10.biosynthesis,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.804288734521293
PWY.6803..phosphatidylcholine.acyl.editing,GLUCARDEG.PWY..D.glucarate.degradation.I,0.803684687405618
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation,GALACTUROCAT.PWY..D.galacturonate.degradation.I,0.845045045045045
TCA..TCA.cycle.I..prokaryotic.,P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,0.80828133862734
PWY.6803..phosphatidylcholine.acyl.editing,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.80217456961643
PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I,PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation,0.801268498942918
PWY.7268..cytosolic.NADPH.production..yeast.,PWY.7245..superpathway.of.NAD.NADP...NADH.NADPH.interconversion..yeast.,0.970588235294118
PWY0.42..2.methylcitrate.cycle.I,PWY.5747..2.methylcitrate.cycle.II,0.902319902319902
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,GALACTARDEG.PWY..D.galactarate.degradation.I,0.793939393939394
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation,0.793939393939394
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,FAO.PWY..fatty.acid..beta..oxidation.I..generic.,0.798097251585624
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,0.797644216248867
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis,PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis,0.802933311725144
PWY.6305..superpathway.of.putrescine.biosynthesis,HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate,0.851489686783804
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate,PWY.6305..superpathway.of.putrescine.biosynthesis,0.851489686783804
PWY.6803..phosphatidylcholine.acyl.editing,PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I,0.79492600422833
PWY.6803..phosphatidylcholine.acyl.editing,PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis,0.79492600422833
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,FUCCAT.PWY..fucose.degradation,0.806445993031359
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,0.794623980670492
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I,0.791905768649955
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation,GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation,0.834234234234234
PWY1ZNC.1..assimilatory.sulfate.reduction.IV,GLYOXYLATE.BYPASS..glyoxylate.cycle,0.790697674418605
PWY.5005..biotin.biosynthesis.II,P42.PWY..incomplete.reductive.TCA.cycle,0.820330451909399
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II,PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.,0.79612673203144
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,0.78888553307158
GALACTARDEG.PWY..D.galactarate.degradation.I,FUCCAT.PWY..fucose.degradation,0.788734521292661
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation,FUCCAT.PWY..fucose.degradation,0.788734521292661
HSERMETANA.PWY..L.methionine.biosynthesis.III,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I,-0.780972515856237
GLYOXYLATE.BYPASS..glyoxylate.cycle,AST.PWY..L.arginine.degradation.II..AST.pathway.,0.786167321051042
PWY.7883..anhydromuropeptides.recycling.II,NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.,0.779563072586328
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,GLUCARDEG.PWY..D.glucarate.degradation.I,0.784808215040773
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation,FUCCAT.PWY..fucose.degradation,0.840488922841864
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.,FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation,0.795644599303136
RUMP.PWY..formaldehyde.oxidation.I,P23.PWY..reductive.TCA.cycle.I,0.881773399014778
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I,0.782543038356992
